PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,heating___electric,heating___hot air,heating___hot water/steam,fuel___electric,fuel___gas,fuel___oil,sewer___none,sewer___public/commercial,sewer___septic,waterfront___No,waterfront___Yes,newConstruction___No,newConstruction___Yes,centralAir___No,centralAir___Yes,yhat
-1.9057636115014376,0.2661438287253597,1.0223196502540668,0.1683077902225228,-0.2581197678376749,-0.4602208939894421,0.5351499883111073,0.6587344761397551,-0.0653513036171321,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,132037.5382155451
1.159719449449885,-0.7618038722294912,-0.9097463768106112,0.3767047661495581,-0.8761255546275399,-0.0422571092603027,0.401183617233633,-0.4969533948056633,0.3068532332635764,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,208695.99791199973
2.8982060838644785,-0.0793210475109964,-0.1779837748518843,-0.6086895623218506,-0.4642608688796907,-0.4115190787529443,-0.4785309911610576,-0.7687032005322726,0.0564027623725902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,323339.53129521426
1.7379467545588845,0.4215404954687592,0.2922219263317101,-0.0201640595149382,-0.6645964533323682,0.2606170496441969,0.53510340866136,0.2795238451942001,0.2576822559237003,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,255180.92337990642
1.872173581546732,-0.0814091774410929,0.6649351070387501,0.4865002427336505,-0.75038677252553,1.817103831151468,-0.4075385700370427,0.5769716567743959,0.4477350957268803,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,255916.0225813893
2.6042944225336098,0.8428399726436331,0.2122422796228849,-0.8223223871016271,-1.2527747016342643,-0.201654815308225,-0.3218891812000715,0.2627498416764816,-0.4614761331689714,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,239887.24479856418
2.477325658528532,0.8456474278956231,-0.011809158155466,0.1200920573519948,-0.5861267406923364,-0.1001105750287711,0.0898983101818336,-0.5752209944953784,-0.060683510688361,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,280423.99766504904
-2.868784496394484,-0.8132040500155355,-0.410343197114442,0.253821856381776,0.4463821048392049,-0.3627902389163751,-0.2435180851105087,0.2513022331255712,0.545580511316074,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,130020.03234784749
-1.1986042195529778,0.4720260222389795,0.3767078375001591,-0.123120400495415,-0.4614207589938814,1.0707701828681226,-0.9452980117048788,-0.2474689606375333,-0.1769193431479191,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,138664.74053937342
-1.436986182848096,1.8700524607163072,0.9033067843448164,-0.0686401888108682,0.2618060147439148,0.0065891958482721,0.2280833699199594,-0.1497225691808896,0.973143233772648,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,189060.75413985504
